Post ID,POST,Share Count,comment id,TEXT,data__comments__data__like_count,data__comments__paging__cursors__before,data__comments__paging__cursors__after,paging__cursors__before,paging__cursors__after,paging__next,data__comments__data__live_broadcast_timestamp,data__sharedposts__data__id,data__sharedposts__data__name,data__sharedposts__paging__cursors__before,data__sharedposts__paging__cursors__after,data__sharedposts__paging__next,data__comments__paging__next,data__comments__data__reactions__data__id,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Lifetime Matched Audience Targeting Consumers on Post,Lifetime Matched Audience Targeting Consumptions on Post,Lifetime Negative Feedback from Users,Lifetime Negative Feedback,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%.1,Lifetime Paid views to 95%,Lifetime Paid views to 95%.1,Lifetime Organic Video Views,Lifetime Organic Video Views.1,Lifetime Paid Video Views,Lifetime Paid Video Views.1,Lifetime Average time video viewed,Lifetime Video length,Lifetime Talking About This (Post) by action type - share,Lifetime Talking About This (Post) by action type - like,Lifetime Talking About This (Post) by action type - comment,Lifetime Post Stories by action type - share,Lifetime Post Stories by action type - like,Lifetime Post Stories by action type - comment,Lifetime Post Audience Targeting Unique Consumptions by Type - other clicks,Lifetime Post Audience Targeting Unique Consumptions by Type - link clicks,Lifetime Post Audience Targeting Unique Consumptions by Type - photo view,Lifetime Post Audience Targeting Unique Consumptions by Type - video play,Lifetime Matched Audience Targeting Consumptions by Type - other clicks,Lifetime Matched Audience Targeting Consumptions by Type - link clicks,Lifetime Matched Audience Targeting Consumptions by Type - photo view,Lifetime Matched Audience Targeting Consumptions by Type - video play,Lifetime Negative Feedback from Users by Type - hide_all_clicks,Lifetime Negative Feedback from Users by Type - hide_clicks,Lifetime Negative Feedback from Users by Type - report_spam_clicks,Lifetime Negative Feedback by Type - hide_all_clicks,Lifetime Negative Feedback by Type - hide_clicks,Lifetime Negative Feedback by Type - report_spam_clicks
,,,171124211184859_171131764517437,Gracias,0,,,,,,,,,,,,,, we find that even the rules themselves have interpretations. Thereâ€™s judgments being applied to that and even then, those judgments can change over time depending on who youâ€™re dealing with, or the circumstances. Thatâ€™s why we have a court system,  a Supreme Court system -- their responsibility basically is to interpret the meaning behind the rules, the laws of the Constitution. So it just goes to show that those kinds of games, while certainly, I think itâ€™s every indication that computing systems will be able to exceed at those kinds of games, we should recognize them for what they are. Theyâ€™re just games.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,171124211184859_171131857850761,Julia Rivas,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109037004060247_170622701235010,"ATENCIÓN\n\nOpciones para ver Aprende TV por todos los medios.\n\nSí es diario, Sí es obligatorio y durante la semana publicaremos más detalles respecto a formas de trabajo, materiales, etc. \n\nLes recordamos que son canales nacionales, la disponibilidad de los mismos no depende de nosotros, es por disposición oficial de la SEP y nosotros nos encontramos buscando soluciones a todas sus dudas e inquietudes.\n\nVía Internet por Youtube: https://youtu.be/0VyADISvWw8",68,170622701235010_170623424568271,Dante Vázquez,0,WTI5dGJXVnVkRjlqZAFhKemIzSTZANVGN3TmpJek5ESTBOVFk0TWpjeE9qRTFPVGd6TURJd056az0ZD,WTI5dGJXVnVkRjlqZAFhKemIzSTZANVGN4TmpNMk56TTBORFkyT1RRd09qRTFPVGcyTlRjM01Eaz0ZD,,,,,917681015384755_923099341509589,ETA 16 Dolores Hidalgo,OTIzMDk5MzQxNTA5NTg5Ojk6MAZDZD,NjM2MTU4NTczOTg0NjU0Ojk6MAZDZD,https://graph.facebook.com/v8.0/109037004060247_170622701235010/sharedposts?access_token=EAAI6zYHYg7MBAEuCcuy8EGZBuOgfOKEjjbfBufkAtrV4s3SDvxbmNRvflwxNdr0OHti5AP05rLT41BR7VqXfj4IKAx934ZCyNZAQZAlfq4rQ5fgoamEMPRnp8ZAuaA6ZCOf018U7eERrf1zAsIbZApFc2ZB6ZBTMzZC3PCNgWgjrj4iOw9PRdxTiXi6ex3FWbrjPsZD&fields=id%2Cmessage%2Cname&limit=25&after=NjM2MTU4NTczOTg0NjU0Ojk6MAZDZD,,, is in the depth of the kinds of conversations that people can create with these conversational agents, these conversational services. Specifically, where thereâ€™s a lot of interest and a lot of focus right now is how, in a conversational agent, we can move beyond simply answering the question asked or performing the task that was expressed, to beginning to get behind the problem. To get to the thing that led to that question.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,170622701235010_170623571234923,Muchas gracias,0,,,,,,,1535428483304839_1541850235995997,ETA 16 Dolores Hidalgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,170622701235010_170624814568132,Como lo buscamos en YouTube,0,,,,,,,760430431166607_765457250663925,ETA 16 Dolores Hidalgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,170622701235010_170626894567924,"Entonces no se llevará a cabo en el horario antes marcado? Porque a las 10 am pasaron ""Artes"" o a partir de ahorita sí inician según el horario publicado?",1,,,,,,,674885190040434_680859029443050,ETA 16 Dolores Hidalgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,170622701235010_170630881234192,"Muy amables, gracias",0,,,,,,,318732865852697_323696495356334,ETA 16 Dolores Hidalgo,,,,,, for example? Or in some county, or city council meeting. Those kinds of knowledge sources which we as humans rely on heavily, we wonâ€™t hesitate to go look up in the newspaper and use an article that we found there to quickly judge whether somebody is going to be affected by that. Or if thereâ€™s a discussion at city council about some new water treatment plant being created, then we know that itâ€™s going to have some kind of economic impact on the businesses and the residents in the area immediately surrounding that water treatment plant. Now, using these cognitive systems, using natural language understanding and being able to evaluate the relationships between different entities, weâ€™re beginning to focus that, factor that in to some of these investment decisions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,170622701235010_170631631234117,Busque en en la página y está en lo de 2do\nAhí dice que de 4 a 7 es de primero,0,,,,,,,222450205811439_226937128696080,ETA 16 Dolores Hidalgo,,,,,, buried somewhere in the data in their organization, or not? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,170622701235010_170632027900744,Buenas tardes. Soy. Omar Robledo. Entonces si se tiene que ver las clases. Que se están trasmitiendo.,0,,,,,,,630607787873066_636158573984654,ETA 16 Dolores Hidalgo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,170622701235010_170653444565269,No las podemos ver,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,170622701235010_170655587898388,No se ve el canal 12 de mega cable k se puede hacer en estos casos ,0,,,,,,,,,,,,,, for the minor value that it brings, gets you on a path where, over time, as you grow that, you grow your understanding, you grow your use of it, [it] will then eventually start to pop up as very measurable difference in how your business performs. So, nowâ€™s the time to get started. Itâ€™s feasible, itâ€™s viable, it works, the tools are good, and the skills are out there now to tap into. There's lots of help if you need it. The sooner you get started, the sooner you get down that journey. And by the way, chances are, if youâ€™re not doing it, your competition is. If they get started not only are they getting advantage of it, but theyâ€™re also going to get ahead of the curve on you because theyâ€™ve got that journey started.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,170622701235010_170657187898228,Disculpen alguien k me expik como le ago para las tareas por you tube,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,170622701235010_170686994561914,Disculpen mi hija ya esta hinscrita pero no le anda asignado que grupo le toco eya va a primero se toma adamaris Saray Araiza Hernández ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,170622701235010_170952661202014,"Hola buenas noches, todas las preguntas deben estar escritas en la libreta, pregunto porque en los en vivos han dicho que son repasos y mi hija no las ah pasado.",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,170622701235010_171013734529240,"Rodríguez Edith. Buen día. Anotar nombre completo, fecha, materia, grupo y grado. Lo que aprendiste de ese programa y si tienes alguna. Esto es la debes hacer en cada asignatura. Seguir las indicaciones y recomendaciones que cada maestro te está dando en su materia. ",0,,,,,,,,,,,,,,,,7/25/18 18:30, ,8961,8961,0,11967,11967,0,114,81,115,2,2,9834,7441,0,0,86,0,0,0,0,0,0,0,0,0,0,6,43,2,8,46,2,53,33,,,76,39,,,1,1
,,,170622701235010_171636734466940,Y quién es el asesor de 2 b,0,,,,,,,,,,,,,,12210,12210,0,16452,16452,0,354,248,296,7,7,13180,9877,0,0,253,0,0,0,0,0,0,0,0,0,0,15,138,3,16,140,3,105,158,,,133,163,,,4,3,,4,3,
109037004060247_170352717928675,"ATENCIÓN ALUMNOS, PADRES DE FAMILIA Y TUTORES.",139,170352717928675_170353637928583,Va hacer por cable 🤔🤔,0,WTI5dGJXVnVkRjlqZAFhKemIzSTZANVGN3TXpVek5qTTNPVEk0TlRnek9qRTFPVGd5TVRNMU1qZAz0ZD,WTI5dGJXVnVkRjlqZAFhKemIzSTZANVGN3TkRFME5UZAzBOVGc1TVRVMU9qRTFPVGd5TXpnNU9ERT0ZD,,,,,,,,,,https://graph.facebook.com/v8.0/109037004060247_170352717928675/comments?access_token=EAAI6zYHYg7MBAEuCcuy8EGZBuOgfOKEjjbfBufkAtrV4s3SDvxbmNRvflwxNdr0OHti5AP05rLT41BR7VqXfj4IKAx934ZCyNZAQZAlfq4rQ5fgoamEMPRnp8ZAuaA6ZCOf018U7eERrf1zAsIbZApFc2ZB6ZBTMzZC3PCNgWgjrj4iOw9PRdxTiXi6ex3FWbrjPsZD&fields=id%2Clive_broadcast_timestamp%2Cmessage%2Clike_count%2Creactions&limit=25&after=WTI5dGJXVnVkRjlqZAFhKemIzSTZANVGN3TkRFME5UZAzBOVGc1TVRVMU9qRTFPVGd5TXpnNU9ERT0ZD,,8170,8170,0,11184,11184,0,139,103,134,9,11,9877,7230,0,0,133,0,0,0,0,0,0,0,0,0,0,10,52,1,11,54,1,65,46,,,84,50,,,4,7,,4,5,
,,,170352717928675_170353971261883,Gilda Adriana,0,,,,,,,,,,,,,,10653,10653,0,14474,14474,0,148,98,132,9,13,12090,8905,0,0,118,0,0,0,0,0,0,0,0,0,0,18,60,1,18,62,1,68,38,,,87,45,,,4,9,,4,5,
,,,170352717928675_170354091261871,Guadalupe GA Mary Aviles,0,,,,,,,,,,,,,,11266,11266,0,15170,15170,0,209,145,170,5,5,12826,9360,0,0,173,0,0,0,0,0,0,0,0,0,0,25,84,2,25,89,2,57,101,,,66,104,,,1,4,,1,4,
,,,170352717928675_170355084595105,Y los q no tengan esos canales como le puedemos hacer,1,,,,,,,,,,,,,,8438,8438,0,11566,11566,0,134,82,90,5,5,9619,7107,0,0,110,0,0,0,0,0,0,0,0,0,0,20,55,1,22,57,1,35,49,,,41,49,,,3,2,,3,2,
,,,170352717928675_170355624595051,Lupita Ramirez Mary Ramirez Alexa Ramirez,0,,,,,,,,,,,,,,9003,9003,0,12731,12731,0,463,312,380,4,4,9548,6770,0,0,380,0,0,0,0,0,0,0,0,0,0,31,172,5,35,173,5,169,163,,,200,180,,,3,1,,3,1,
,,,170352717928675_170355817928365,Estela Godinez,0,,,,,,,,,,,,,,5745,5745,0,7813,7813,0,138,71,97,2,2,4917,3566,0,0,93,0,0,0,0,0,0,0,0,0,0,29,74,1,30,76,1,46,32,,,63,34,,,2,,,2,,
,,,170352717928675_170356167928330,En la programación de megacable en que canal serán las clases??,2,,,,,,,,,,,,,,2491,2491,0,3459,3459,0,47,16,25,1,1,2794,2038,0,0,39,0,0,0,0,0,0,0,0,0,0,5,32,,6,33,,7,10,,,15,10,,,1,,,1,,
,,,170352717928675_170356521261628,Y si no tengo cable ,0,,,,,,,,,,,,,,3854,3854,0,5515,5515,0,64,38,47,2,2,4807,3355,0,0,59,0,0,0,0,0,0,0,0,0,0,7,33,,8,35,,16,24,,,22,25,,,1,1,,1,1,
,,,170352717928675_170362301261050,Tere Alarcón Oscar Alarcon,1,,,,,,,,,,,,,,4913,4913,0,7278,7278,0,140,77,100,3,3,6006,4135,0,0,106,0,0,0,0,0,0,0,0,0,0,20,65,5,23,67,5,31,52,,,43,57,,,1,2,,1,2,
,,,170352717928675_170362864594327,Paloma Campos,0,,,,,,,,,,,,,,4496,4496,0,6501,6501,0,158,124,157,3,3,3248,2313,0,0,88,0,0,0,0,0,0,0,0,0,0,14,46,1,18,50,1,75,61,,,91,66,,,1,2,,1,2,
,,,170352717928675_170366641260616,Podría mandar la lista de alumnos de 1 A por favor,0,,,,,,,,,,,,,,2298,2298,0,2661,2661,0,265,251,309,4,4,2472,2144,0,0,247,0,0,0,0,371,376,0,0,0,95678,,33,,,33,,241,13,,,295,14,,,3,1,,3,1,
,,,170352717928675_170369604593653,Eso de las opciones a que se refiere,0,,,,,,,,,,,,,,3834,3834,0,5335,5335,0,66,36,45,0,0,4559,3324,0,0,55,0,0,0,0,0,0,0,0,0,0,5,32,2,5,34,5,23,15,,,30,15,,,,,,,,
,,,170352717928675_170372671260013,Y los que no recogieron libros?,0,,,,,,,,,,,,,,11423,11423,0,15541,15541,0,273,187,230,5,5,11946,8895,0,0,198,0,0,0,0,0,0,0,0,0,0,26,107,1,28,107,1,104,97,,,127,103,,,4,1,,4,1,
,,,170352717928675_170374024593211,Tere Castillo,1,,,,,,,,,,,,,,2855,2855,0,3291,3291,0,120,94,125,0,0,3062,2738,0,0,111,0,0,0,0,1518,1544,0,0,0,61907,,40,,,41,,93,4,,,121,4,,,,,,,,
,,,170352717928675_170376361259644,Erick Chiquito Bautista,0,,,,,,,,,,,,,,14425,14425,0,20281,20281,0,419,272,348,8,8,15550,11429,0,0,344,0,0,0,0,0,0,0,0,0,0,35,194,5,37,195,6,151,138,,,198,150,,,3,5,,3,5,
,,,170352717928675_170377014592912,Linda Linda María García Herrera,1,,,,,,,,,,,,,,8776,8776,0,11999,11999,0,161,90,105,5,5,10343,7624,0,0,138,0,0,0,0,0,0,0,0,0,0,16,82,1,17,82,1,42,53,,,51,54,,,2,3,,2,3,
,,,170352717928675_170380034592610,"Y va ser x cable,esq yo tengo vtv enq canal seria en esa",0,,,,,,,,,,,,,,3136,3136,0,3468,3468,0,173,142,174,5,6,3249,2954,0,0,161,0,0,0,0,2036,2152,0,0,0,68414,,46,,,46,,141,7,,,167,7,,,1,5,,1,4,
,,,170352717928675_170380327925914,Y si no tengo esos canales como le boy hacer,0,,,,,,,,,,,,,,7053,7053,0,9581,9581,0,108,71,88,6,7,8830,6610,0,0,96,0,0,0,0,0,0,0,0,0,0,5,39,2,5,40,2,41,37,,,50,38,,,4,3,,4,2,
,,,170352717928675_170386254591988,Y ¿Los que tenemos el cable mediacom cuáles serán los canales? ,0,,,,,,,,,,,,,,12434,12434,0,17100,17100,0,302,177,233,7,7,12842,9593,0,0,216,0,0,0,0,0,0,0,0,0,0,30,154,5,37,161,6,108,86,,,137,96,,,1,6,,1,6,
,,,170352717928675_170399974590616,Que requerimientos se necesitan para poder acceder a esos canales?,0,,,,,,,,,,,,,,9782,9782,0,13332,13332,0,169,94,108,5,5,11744,8480,0,0,151,0,0,0,0,0,0,0,0,0,0,20,77,1,22,81,1,44,54,,,51,57,,,3,2,,3,2,
,,,170352717928675_170402894590324,Solamente es en los canales o tbien por face??? Se trasmite,1,,,,,,,,,,,,,,16808,16808,0,23459,23459,0,857,621,701,8,8,18529,13692,0,0,675,0,0,0,0,0,0,0,0,0,0,43,293,4,45,298,4,145,504,,,181,520,,,5,3,,5,3,
,,,170352717928675_170408341256446,Y los que no tenemos interned y ni tele que asemos,1,,,,,,,,,,,,,,3001,3001,0,3260,3260,0,182,161,196,3,3,3043,2843,0,0,172,0,0,0,0,1398,1411,0,0,0,69779,,38,1,,41,1,160,1,,,195,1,,,,3,,,3,
,,,170352717928675_170411191256161,Entonces las clases para primer grado serán por la tarde,0,,,,,,,,,,,,,,8009,8009,0,11188,11188,0,126,67,86,8,10,9103,6613,0,0,100,0,0,0,0,0,0,0,0,0,0,19,64,3,21,66,3,40,29,,,57,29,,,7,3,,7,1,
,,,170352717928675_170413984589215,Disculpen k van a ocupar de utiles,0,,,,,,,,,,,,,,1650,1650,0,1969,1969,0,123,110,126,1,1,1777,1472,0,0,114,0,0,0,0,252,255,0,0,0,65662,,27,,,31,,107,6,,,120,6,,,,1,,,1,
,,,170352717928675_170414584589155,Disculpen para ingresar a ver información del primero i?,0,,,,,,,,,,,,,,7190,7190,0,9801,9801,0,85,50,62,1,1,8707,6425,0,0,72,0,0,0,0,0,0,0,0,0,0,9,37,2,9,38,3,28,24,,,38,24,,,1,,,1,,
109037004060247_162862022011078,Entra al link. https://drive.google.com/file/d/1hGz1KadryVANlyz67JwT6j_uv6Dqd5E2/view?usp=sharing,49,162862022011078_162862368677710,Maria Landeros,0,WTI5dGJXVnVkRjlqZAFhKemIzSTZANVFl5T0RZAeU16WTROamMzTnpFd09qRTFPVFU0TkRrME56WT0ZD,WTI5dGJXVnVkRjlqZAFhKemIzSTZANVFl5T1RJNU16VTROamN4TURFeE9qRTFPVFU0TmpNMU9UTT0ZD,,,,,,,,,,https://graph.facebook.com/v8.0/109037004060247_162862022011078/comments?access_token=EAAI6zYHYg7MBAEuCcuy8EGZBuOgfOKEjjbfBufkAtrV4s3SDvxbmNRvflwxNdr0OHti5AP05rLT41BR7VqXfj4IKAx934ZCyNZAQZAlfq4rQ5fgoamEMPRnp8ZAuaA6ZCOf018U7eERrf1zAsIbZApFc2ZB6ZBTMzZC3PCNgWgjrj4iOw9PRdxTiXi6ex3FWbrjPsZD&fields=id%2Clive_broadcast_timestamp%2Cmessage%2Clike_count%2Creactions&limit=25&after=WTI5dGJXVnVkRjlqZAFhKemIzSTZANVFl5T1RJNU16VTROamN4TURFeE9qRTFPVFU0TmpNMU9UTT0ZD,,8172,8172,0,11271,11271,0,129,83,106,8,9,9695,7129,0,0,112,0,0,0,0,0,0,0,0,0,0,10,59,3,12,59,4,42,47,,,57,49,,,4,4,1,4,4,1
,,,162862022011078_162863798677567,Soto Mendoza,0,,,,,,,,,,,,,,8311,8311,0,11371,11371,0,122,60,65,1,1,10253,7596,0,0,105,0,0,0,0,0,0,0,0,0,0,14,63,1,15,66,1,21,41,,,23,42,,,1,,,1,,
,,,162862022011078_162865795344034,Mar Torres...,0,,,,,,,,,,,,,,7120,7120,0,9637,9637,0,127,86,90,3,3,8957,6695,0,0,118,0,0,0,0,0,0,0,0,0,0,7,51,,7,52,,57,31,,,58,32,,,2,1,,2,1,
,,,162862022011078_162876975342916,Alexa Ramirez,0,,,,,,,,,,,,,,9122,9122,0,11991,11989,0,176,97,113,4,4,10022,7497,0,0,154,0,0,0,0,0,0,0,0,0,0,17,94,1,19,95,1,37,64,,,46,67,,,1,3,,1,3,
,,,162862022011078_162879462009334,https://drive.google.com/file/d/1hGz1KadryVANlyz67JwT6j_uv6Dqd5E2/view?usp=sharing,0,,,,,,,,,,,,,,3642,3642,0,4112,4127,0,258,205,248,2,2,3857,3391,0,0,241,0,0,0,0,1828,1882,0,0,0,30553,,70,1,,74,1,205,,,,248,,,,1,1,,1,1,
,,,162862022011078_162884602008820,Buenos días y los q ya llevamos todos los papeles en febrero ya están inscritos o también hay q llenar la ficha de inscripción,0,,,,,,,,,,,,,,2273,2273,0,2624,2624,0,280,247,320,5,5,2415,2132,0,0,267,0,0,0,0,1518,1566,0,0,0,97406,,60,,,61,,245,11,,,309,11,,,1,4,,1,4,
,,,162862022011078_162886108675336,los que entregaron todo ya estan inscritos ,2,,,,,,,,,,,,,,7630,7630,0,10535,10535,0,365,236,284,5,5,8152,6050,0,0,309,0,0,0,0,0,0,0,0,0,0,21,143,2,24,147,2,112,154,,,127,157,,,3,2,,3,2,
,,,162862022011078_162886175341996,Buenos días que puedo hacer si mi hija no a parece en las listas??,0,,,,,,,,,,,,,,12201,12201,0,17099,17099,0,441,242,291,11,12,12373,8769,0,0,355,0,0,0,0,0,0,0,0,0,0,61,226,2,61,229,2,110,145,,,134,157,,,6,6,,6,5,
,,,162862022011078_162886215341992,PaOlitha Diaz,0,,,,,,,,,,,,,,19756,19756,0,28240,28240,0,873,619,765,5,5,17857,12460,0,0,572,0,0,0,0,0,0,0,0,0,0,90,296,18,96,299,26,322,344,,,396,369,,,3,2,,3,2,
,,,162862022011078_162886612008619,ellos ya no llenan nada solo estar atentos a la pagina para las indicaciones que siguen buen dia,0,,,,,,,,,,,,,,3094,3094,0,3506,3506,0,372,310,406,4,4,3268,2884,0,0,349,0,0,0,0,3045,3114,0,0,0,31326,,106,3,,106,6,310,1,,,405,1,,,1,3,,1,3,
,,,162862022011078_162887585341855,"Buenos días\nY los que queremos hacer cambio, que tenemos que hacer ??",0,,,,,,,,,,,,,,5432,5432,0,7491,7491,0,99,60,69,1,1,6519,4724,0,0,87,0,0,0,0,0,0,0,0,0,0,10,43,2,10,44,4,41,20,,,48,21,,,1,,,1,,
,,,162862022011078_162889728674974,Esto es tambien para los que van a 2° grado?,0,,,,,,,,,,,,,,7486,7486,0,10241,10241,0,146,83,114,6,6,8363,6259,0,0,115,0,0,0,0,0,0,0,0,0,0,17,64,5,20,68,5,58,29,,,83,31,,,1,5,,1,5,
,,,162862022011078_162893225341291,Si para los 1 2 3. \nPero los de 1 solo los q faltaron de inscribirse,0,,,,,,,,,,,,,,7317,7317,0,10001,10001,0,134,67,84,6,6,8791,6356,0,0,117,0,0,0,0,0,0,0,0,0,0,15,72,2,15,72,2,37,34,,,44,40,,,2,4,,2,4,
,,,162862022011078_162896832007597,"Buenos días. Los pre inscritos quienes son? En mi caso ya realicé mi pago y entregué mi comprobante de pago, fue inscripción o pre inscripción? Disculpe la molestia 🤗",0,,,,,,,,,,,,,,29561,29561,0,42761,42761,0,1601,1164,1367,12,12,22449,15744,0,0,903,0,0,0,0,0,0,0,0,0,0,157,527,19,158,528,22,509,704,,,623,744,,,7,5,,7,5,
,,,162862022011078_162901912007089,Buenos dias una pregunta como le puedo aser para inscribir ami hija que va a t atercero tengo una q va aprimero ise el pago ya esta inscritapero no encuentro la copia del pago o tengo que pagar denuevo para incribir ala de tercero me podrian decir porfavor,0,,,,,,,,,,,,,,9372,9372,0,13215,13215,0,229,141,181,2,3,10762,7572,0,0,192,0,0,0,0,0,0,0,0,0,0,26,101,2,29,103,3,64,87,,,88,93,,,1,2,,1,1,
,,,162862022011078_162906768673270,Jessi 🥺,0,,,,,,,,,,,,,,9632,9632,0,13091,13091,0,273,155,182,7,7,10844,7722,0,0,232,0,0,0,0,0,0,0,0,0,0,19,155,1,20,155,1,55,111,,,69,113,,,3,4,,3,4,
,,,162862022011078_162909202006360,Buenos días yo ya inscribí a mi hija pero no aparece en las listas,0,,,,,,,,,,,,,,579,579,0,831,831,0,29,24,40,0,0,305,205,0,0,10,0,0,0,0,0,0,0,0,0,0,3,10,5,3,10,6,14,15,,,23,17,,,,,,,,
,,,162862022011078_162911428672804,"Buenísimo días si yo quisiera cambio d turno que puedo hacer ,hace tres meses me cambie de domicilio y no la podré recoger le tocó turno en la tarde",0,,,,,,,,,,,,,,6080,6080,0,8185,8185,0,113,53,63,2,2,6909,4827,0,0,97,0,0,0,0,0,0,0,0,0,0,18,69,,19,71,,33,23,,,39,24,,,2,,,2,,
,,,162862022011078_162913508672596,Y los que van a entrar a 2 segundo tenemos que llenar eso tambien,0,,,,,,,,,,,,,,7715,7715,0,10517,10517,0,134,69,87,4,4,8928,6498,0,0,115,0,0,0,0,0,0,0,0,0,0,21,68,,23,71,,29,42,1,,43,43,1,,3,1,,3,1,
,,,162862022011078_162917425338871,Buenos días mi hijo va para 2 segundo igual es llenar el formato,0,,,,,,,,,,,,,,9635,9635,0,13596,13596,0,194,149,178,3,3,11139,8050,0,0,167,0,0,0,0,0,0,0,0,0,0,23,52,2,23,52,2,49,112,,,60,118,,,2,1,,2,1,
,,,162862022011078_162917638672183,Hola buen día los que ya isimos el pago y llenamos el formato que ay que aser,0,,,,,,,,,,,,,,6889,6889,0,9320,9320,0,112,91,141,1,1,8438,6285,0,0,80,0,0,0,0,0,0,0,0,0,0,7,27,2,7,28,2,34,21,43,,43,23,75,,1,,,1,,
,,,162862022011078_162921032005177,De los que van a 2° se puede hacer hoy mismo el tramite o seria hasta mañana?,0,,,,,,,,,,,,,,9405,9405,0,12845,12845,0,298,223,266,3,3,10477,7764,0,0,251,0,0,0,0,0,0,0,0,0,0,28,99,1,34,101,1,160,69,,,195,71,,,3,,,3,,
,,,162862022011078_162924565338157,"Y la CLABE interbancaria para hacer transferencia, sigo esperando ese dato,para nada compromete el uso de su cuenta, no comprendo porque la renuencia a publicarlo si nos evita acudir a lugares públicos",1,,,,,,,,,,,,,,7090,7090,0,9966,9966,0,134,85,117,1,1,8269,6002,0,0,96,0,0,0,0,0,0,0,0,0,0,12,57,1,15,59,1,50,18,32,,61,20,36,,,1,,,1,
,,,162862022011078_162927768671170,Hola buenos dias ETA16 Dolores Hidalgo se ocuparian Fotos ó no.,0,,,,,,,,,,,,,,8756,8756,0,12151,12151,0,144,73,99,7,7,9528,6799,0,0,107,0,0,0,0,0,0,0,0,0,0,25,82,4,25,85,5,39,37,,,59,40,,,4,3,,4,3,
,,,162862022011078_162929358671011,Denisse Medina,0,,,,,,,,,,,,,,9870,9870,0,13389,13389,0,183,107,118,3,3,11833,8579,0,0,167,0,0,0,0,0,0,0,0,0,0,16,87,1,19,87,1,34,74,,,42,76,,,1,2,,1,2,
109037004060247_160322355598378,Nuevo aviso,68,160322355598378_160326705597943,Podrían por favor también publicar su cuenta CLABE para realizar la transferencia de la inscripción y evitar las eternas filas del banco,5,WTI5dGJXVnVkRjlqZAFhKemIzSTZANVFl3TXpJMk56QTFOVGszT1RRek9qRTFPVFV3T0RRek1EUT0ZD,WTI5dGJXVnVkRjlqZAFhKemIzSTZANVGMyTnpReU1UVTNNamc1TnpNeE9qRTJNREF6TlRjeE5EST0ZD,,,,,,,,,,,,8581,8581,0,12420,12420,0,153,96,118,4,4,11336,7881,0,0,134,0,0,0,0,0,0,0,0,0,0,7,64,2,9,64,2,50,56,,,59,59,,,,4,,,4,
,,,160322355598378_160327462264534,Maria Landeros,0,,,,,,,,,,,,,,9293,9293,0,13081,13081,0,196,117,134,1,1,10689,7513,0,0,164,0,0,0,0,0,0,0,0,0,0,22,84,1,22,87,1,54,66,,,64,70,,,1,,,1,,
,,,160322355598378_160327682264512,Vianne Rincón,0,,,,,,,,,,,,,,2414,2414,0,2753,2753,0,323,293,370,4,4,2490,2199,0,0,295,0,0,0,0,953,1018,0,0,0,95678,,48,5,,48,6,290,10,,,359,11,,,2,2,,2,2,
,,,160322355598378_160338482263432,Gracias!,0,,,,,,,,,,,,,,7735,7735,0,10538,10538,0,172,95,111,7,7,8684,6386,0,0,151,0,0,0,0,0,0,0,0,0,0,22,91,3,22,95,3,52,50,,,59,52,,,3,4,,3,4,
,,,160322355598378_160346115596002, Paty Rodriguez ,0,,,,,,,,,,,,,,6877,6877,0,9714,9714,0,131,75,90,2,2,8259,6000,0,0,108,0,0,0,0,0,0,0,0,0,0,16,63,1,16,68,1,43,35,,,49,41,,,2,,,2,,
